MMRstatus,population,gene,xbin,ybin,x_mid,y_mid,n_pat,val,lo,hi,n_pat_arm
MMRd,Myeloid-noDC-noGran,CXCL13,"(30,35]","(1.46,2.19]",32.5,1.82352438217472,5,0.00207325501036628,0.00130821559392988,0.00302755071147442,8
MMRd,Myeloid-ISG,CXCL13,"(-5,0]","(0.729,1.46]",-2.5,1.09411462930483,4,0.00126889177970065,0.000438493919550982,0.00272906625316056,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-5,0]","(0.729,1.46]",-2.5,1.09411462930483,6,0.0017380766510014,0.000989698981983788,0.00264481141704292,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(5,10]","(1.46,2.19]",7.5,1.82352438217472,7,0.00139542996685854,0.000673277022891419,0.00166619377459295,8
MMRd,Myeloid-ISG,CXCL13,"(-25,-20]","(4.38,5.11]",-22.5,4.74116339365427,7,0.00325732899022801,0.00200728005655581,0.00445769662986434,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-25,-20]","(4.38,5.11]",-22.5,4.74116339365427,7,0.00254971953085161,0.00189171330420085,0.00462690073802261,8
MMRd,Myeloid-ISG,CXCL13,"(-5,0]","[0,0.729]",-2.5,0.364704876434944,8,0.00107458166065373,0,0.00147423149087562,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-5,0]","[0,0.729]",-2.5,0.364704876434944,8,0.00129950014990919,0.00103377170309951,0.00156502122678742,8
MMRd,Myeloid-ISG,CXCL13,"(0,5]","(2.19,2.92]",2.5,2.55293413504461,7,0.00169327527818094,0.000777922279040333,0.00254114893895653,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(0,5]","(2.19,2.92]",2.5,2.55293413504461,8,0.00151962990236186,0.0013243785222833,0.00214612796103518,8
MMRd,Myeloid-ISG,CXCL13,"(0,5]","(1.46,2.19]",2.5,1.82352438217472,5,0.00197948533381321,0.000413223140495868,0.0022238695329874,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(0,5]","(1.46,2.19]",2.5,1.82352438217472,7,0.00161550888529887,0.0011267294603077,0.00229092784363215,8
MMRd,Myeloid-ISG,CXCL13,"(15,20]","(2.92,3.65]",17.5,3.2823438879145,5,0.000632911392405063,0,0.000929368029739777,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(15,20]","(2.92,3.65]",17.5,3.2823438879145,8,0.00159347250696609,0.00112781954887218,0.0019069322337334,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(35,40]","(2.19,2.92]",37.5,2.55293413504461,7,0.00104275286757039,0.000838789351400735,0.00143022891124644,8
MMRd,Myeloid-ISG,CXCL13,"(5,10]","(2.92,3.65]",7.5,3.2823438879145,6,0.00233168488634392,0.00196499493549419,0.00253582202111614,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(5,10]","(2.92,3.65]",7.5,3.2823438879145,8,0.0014139408583749,0.000473367705615177,0.00206821168741007,8
MMRd,Myeloid-ISG,CXCL13,"(-15,-10]","(2.19,2.92]",-12.5,2.55293413504461,7,0.00178106589943828,0.00161225069118782,0.00250927927730956,8
MMRd,Myeloid-ISG,CXCL13,"(-20,-15]","(2.92,3.65]",-17.5,3.2823438879145,7,0.00157706093189964,0.0013341921207561,0.00194475302377355,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(20,25]","[0,0.729]",22.5,0.364704876434944,5,0.00104547830632514,0.00100553041729512,0.00117647058823529,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(30,35]","(2.19,2.92]",32.5,2.55293413504461,7,0.00109394229454396,0.000451671183378501,0.00211570514045786,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(20,25]","(2.19,2.92]",22.5,2.55293413504461,6,0.00147390499079428,0.00110244122515868,0.00190689952511015,8
MMRd,Myeloid-ISG,CXCL13,"(-15,-10]","(1.46,2.19]",-12.5,1.82352438217472,6,0.00190783603631974,0.00147995369576594,0.00247553816046967,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-15,-10]","(1.46,2.19]",-12.5,1.82352438217472,7,0.00103284445362528,0.000830943538824139,0.0015112656936202,8
MMRd,Myeloid-ISG,CXCL13,"(-25,-20]","(3.65,4.38]",-22.5,4.01175364078438,6,0.00218309677167807,0.00190218374518369,0.00244595460241138,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-10,-5]","(0.729,1.46]",-7.5,1.09411462930483,6,0.001366982617656,0.00081146080408247,0.00193724071256883,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(20,25]","(1.46,2.19]",22.5,1.82352438217472,5,0.00175746924428823,0.00100150225338007,0.00217601547388781,8
MMRd,Myeloid-ISG,CXCL13,"(0,5]","[0,0.729]",2.5,0.364704876434944,5,0.00128617363344051,0,0.00155440414507772,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(0,5]","[0,0.729]",2.5,0.364704876434944,8,0.000673664137363354,0,0.00149232857000466,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-70,-65]","(2.92,3.65]",-67.5,3.2823438879145,6,0.00139760624543528,0.000492033329784334,0.00198390461247101,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(15,20]","(3.65,4.38]",17.5,4.01175364078438,6,0.0016347662137329,0.00149866864186427,0.00259925130481962,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(10,15]","[0,0.729]",12.5,0.364704876434944,7,0.000979911807937286,0.000474833808167142,0.00166512119346499,8
MMRd,Myeloid-ISG,CXCL13,"(-35,-30]","(2.92,3.65]",-32.5,3.2823438879145,5,0.0016620959029336,0.00147438260228529,0.00223089793641941,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-35,-30]","(2.92,3.65]",-32.5,3.2823438879145,7,0.00203078238563489,0.00137358294407561,0.00308422513150266,8
MMRd,Myeloid-ISG,CXCL13,"(5,10]","(2.19,2.92]",7.5,2.55293413504461,6,0.00221278979047284,0.00148941262002887,0.00316693010186161,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(5,10]","(2.19,2.92]",7.5,2.55293413504461,8,0.00174763902606099,0.00150295435424012,0.00202246984733114,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-35,-30]","(2.19,2.92]",-32.5,2.55293413504461,7,0.00145192068364723,0.00127930941558125,0.00178763715534316,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(25,30]","(2.92,3.65]",27.5,3.2823438879145,7,0.00161290322580645,0.00117790448561386,0.0018817795529124,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-35,-30]","[0,0.729]",-32.5,0.364704876434944,8,0.000807949293760457,0.000175329229330632,0.00110813395222822,8
MMRd,Myeloid-ISG,CXCL13,"(-30,-25]","(3.65,4.38]",-27.5,4.01175364078438,6,0.00241844391273636,0.00214078797954462,0.00319166127989657,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-50,-45]","(2.92,3.65]",-47.5,3.2823438879145,6,0.00136953476769948,0.000853964531787531,0.00192348979820221,8
MMRd,Myeloid-ISG,CXCL13,"(-20,-15]","(2.19,2.92]",-17.5,2.55293413504461,7,0.0017725258493353,0.00133776284886213,0.00232210242587601,8
MMRd,Myeloid-ISG,CXCL13,"(-15,-10]","(2.92,3.65]",-12.5,3.2823438879145,8,0.00139848898848981,0.00101181883133077,0.00193294776689499,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-15,-10]","(2.92,3.65]",-12.5,3.2823438879145,8,0.0017314433787182,0.000950597298242265,0.00255671710134523,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(0,5]","(0.729,1.46]",2.5,1.09411462930483,4,0.0021849877587074,0.00145731799577611,0.00282410997883076,8
MMRd,Myeloid-ISG,CXCL13,"(10,15]","(2.92,3.65]",12.5,3.2823438879145,6,0.00168393054488921,0.00148853931573304,0.00685330006709158,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(10,15]","(2.92,3.65]",12.5,3.2823438879145,7,0.00116090085906664,0.00035810205908684,0.00179602140331885,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-75,-70]","[0,0.729]",-72.5,0.364704876434944,7,0.000420433046037419,0,0.00141213408697056,8
MMRd,Myeloid-ISG,CXCL13,"(-40,-35]","(3.65,4.38]",-37.5,4.01175364078438,5,0.00277847941399343,0.00186458454725556,0.00318809776833156,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-40,-35]","(3.65,4.38]",-37.5,4.01175364078438,7,0.00215982721382289,0.00179556229503978,0.00345662904826361,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-45,-40]","(2.92,3.65]",-42.5,3.2823438879145,6,0.00172911706394112,0.00142910290571185,0.00193631373905408,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(15,20]","(2.19,2.92]",17.5,2.55293413504461,7,0.00220167327168648,0.00124786247067098,0.00240973785522106,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(45,50]","[0,0.729]",47.5,0.364704876434944,5,0.000992063492063492,0.000581057524694945,0.00180072028811525,8
MMRd,Myeloid-ISG,CXCL13,"(-35,-30]","(2.19,2.92]",-32.5,2.55293413504461,4,0.00111598723559664,0.000672645739910314,0.00146811588211698,8
MMRd,Myeloid-ISG,CXCL13,"(-40,-35]","(2.19,2.92]",-37.5,2.55293413504461,4,0.00126660252830138,0.000537505972288581,0.00202729143718476,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-40,-35]","(2.19,2.92]",-37.5,2.55293413504461,7,0.00127580607747622,0.0010175413504751,0.00181840624580845,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(20,25]","(2.92,3.65]",22.5,3.2823438879145,5,0.00165371258475277,0.001508864579404,0.00222491909385113,8
MMRd,Myeloid-ISG,CXCL13,"(-35,-30]","[0,0.729]",-32.5,0.364704876434944,4,0.00102105335954712,0.000759470100021281,0.00177714925955611,8
MMRd,Myeloid-ISG,CXCL13,"(-35,-30]","(4.38,5.11]",-32.5,4.74116339365427,6,0.0025156096240705,0.00117333709002781,0.00300033006777578,8
MMRd,Myeloid-ISG,CXCL13,"(-50,-45]","(2.92,3.65]",-47.5,3.2823438879145,4,0.00155489969080662,0.00128886077704225,0.00186314662866245,8
MMRd,Myeloid-ISG,CXCL13,"(-25,-20]","(2.19,2.92]",-22.5,2.55293413504461,6,0.00155374717735486,0.00111765746017258,0.00319062842978876,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-25,-20]","(2.19,2.92]",-22.5,2.55293413504461,8,0.00132983244917617,0.000911939331226662,0.00165264681121656,8
MMRd,Myeloid-ISG,CXCL13,"(-45,-40]","(3.65,4.38]",-42.5,4.01175364078438,4,0.00182531783774208,0.001553122105928,0.00209942515480786,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(30,35]","(0.729,1.46]",32.5,1.09411462930483,4,0.00162965605802341,0.00052337752965806,0.00363343532450034,8
MMRd,Myeloid-ISG,CXCL13,"(-10,-5]","[0,0.729]",-7.5,0.364704876434944,8,0.00104757114939652,0.000687424138334709,0.00168998522247735,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-10,-5]","[0,0.729]",-7.5,0.364704876434944,8,0.0010666527813169,0.000943239475852688,0.0014640266886836,8
MMRd,Myeloid-ISG,CXCL13,"(10,15]","(2.19,2.92]",12.5,2.55293413504461,4,0.00225875140671378,0.00126529670278081,0.00325552112201035,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(10,15]","(2.19,2.92]",12.5,2.55293413504461,7,0.00192122958693564,0.000782288977548306,0.00207440760125707,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-35,-30]","(1.46,2.19]",-32.5,1.82352438217472,6,0.00120837489590028,0.000942113730429698,0.00182383404959617,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(50,55]","(1.46,2.19]",52.5,1.82352438217472,4,0.0010105688160551,0.000789091219970933,0.00140446140047218,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-75,-70]","(2.19,2.92]",-72.5,2.55293413504461,4,0.00124839627897869,0.0011217593838118,0.00150207426070525,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-60,-55]","(4.38,5.11]",-57.5,4.74116339365427,7,0.00178837555886736,0.00066577896138482,0.00548529270863275,8
MMRd,Myeloid-ISG,CXCL13,"(-45,-40]","(2.92,3.65]",-42.5,3.2823438879145,4,0.00223927840648098,0.00191189633291029,0.00262586820211437,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(50,55]","(2.19,2.92]",52.5,2.55293413504461,6,0.00135684961634329,0.000316455696202532,0.00155528653440348,8
MMRd,Myeloid-noDC-noGran,CXCL13,"[-100,-95]","[0,0.729]",-97.5,0.364704876434944,7,0.00150476508944993,0.000912484027220588,0.00190946493055745,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-50,-45]","(2.19,2.92]",-47.5,2.55293413504461,7,0.00156924284032954,0.00112098206812347,0.00197290124210341,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-50,-45]","[0,0.729]",-47.5,0.364704876434944,8,0.00103001547469242,0.000280024891101431,0.00142225486807236,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-85,-80]","(2.92,3.65]",-82.5,3.2823438879145,4,0.00184682656022617,0.00167378350640663,0.00250507026221072,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-65,-60]","(2.19,2.92]",-62.5,2.55293413504461,5,0.00128495065789474,0.0011420181091443,0.00200133422281521,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(60,65]","[0,0.729]",62.5,0.364704876434944,6,0.000787566654360619,0.000582295496688141,0.00123760228581687,8
MMRd,Myeloid-ISG,CXCL13,"(-15,-10]","[0,0.729]",-12.5,0.364704876434944,8,0.00107878847190042,0.000416600539596889,0.00140688385954853,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-15,-10]","[0,0.729]",-12.5,0.364704876434944,8,0.000683742899703237,0.000505674842736145,0.00116270284029745,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(15,20]","[0,0.729]",17.5,0.364704876434944,5,0.00159066808059385,0.000326157860404436,0.00162866449511401,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(30,35]","(2.92,3.65]",32.5,3.2823438879145,6,0.00240300525845135,0.00195429103261649,0.00304471210463601,8
MMRd,Myeloid-ISG,CXCL13,"(5,10]","[0,0.729]",7.5,0.364704876434944,4,0.00137113243852628,0.000401069518716578,0.00250887145989196,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(5,10]","[0,0.729]",7.5,0.364704876434944,8,0.000365942912905587,0,0.00146137818151957,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(10,15]","(1.46,2.19]",12.5,1.82352438217472,6,0.00187884017462317,0.00149802809075717,0.00252308520702314,8
MMRd,Myeloid-ISG,CXCL13,"(-30,-25]","[0,0.729]",-27.5,0.364704876434944,4,0.00131945665409886,0.000737463126843658,0.00252773008475731,8
MMRd,Myeloid-ISG,CXCL13,"(-40,-35]","(2.92,3.65]",-37.5,3.2823438879145,4,0.00214365182800289,0.00156351400724207,0.00280807482727995,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-40,-35]","(2.92,3.65]",-37.5,3.2823438879145,7,0.00135645770758647,0.00130136601423091,0.00182429104349964,8
MMRd,Myeloid-ISG,CXCL13,"(-25,-20]","(1.46,2.19]",-22.5,1.82352438217472,4,0.00129388044270164,0.000964258164052456,0.00140871461754538,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-25,-20]","(1.46,2.19]",-22.5,1.82352438217472,7,0.00118623962040332,0.000814949523841912,0.001901566105504,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(85,90]","[0,0.729]",87.5,0.364704876434944,4,0.000454545454545455,0,0.00131633594831564,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(15,20]","(1.46,2.19]",17.5,1.82352438217472,5,0.00185185185185185,0.00178480367159612,0.00195950359242325,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(65,70]","[0,0.729]",67.5,0.364704876434944,5,0.000650829808005207,0,0.00147058823529412,8
MMRd,Myeloid-ISG,CXCL13,"(-25,-20]","[0,0.729]",-22.5,0.364704876434944,7,0.000723327305605787,0,0.00077469257755906,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-25,-20]","[0,0.729]",-22.5,0.364704876434944,8,0.00108008367119279,0.000663660894021425,0.0013906472530558,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(25,30]","(2.19,2.92]",27.5,2.55293413504461,6,0.00187515201808479,0.00132193372969312,0.0021987320063818,8
MMRd,Myeloid-ISG,CXCL13,"(-20,-15]","(1.46,2.19]",-17.5,1.82352438217472,4,0.00103684035131097,0.000941432753812213,0.00108017167109812,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(35,40]","[0,0.729]",37.5,0.364704876434944,5,0.00138888888888889,0.00117924528301887,0.00166389351081531,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-55,-50]","(2.92,3.65]",-52.5,3.2823438879145,6,0.00156905550364589,0.00120815279594506,0.00202749423294589,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-65,-60]","(2.92,3.65]",-62.5,3.2823438879145,5,0.00160814794961136,0.00159286396941701,0.0016424510423247,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-70,-65]","(2.19,2.92]",-67.5,2.55293413504461,5,0.00176056338028169,0.00140395660497766,0.00230149597238205,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(75,80]","[0,0.729]",77.5,0.364704876434944,4,0,0,0.000192159877017679,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-75,-70]","(3.65,4.38]",-72.5,4.01175364078438,4,0.00162104106608172,0.00156340800899127,0.00311510410900497,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-65,-60]","[0,0.729]",-62.5,0.364704876434944,8,0.00110384190100384,0.000363372093023256,0.00264658371032043,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-70,-65]","(3.65,4.38]",-67.5,4.01175364078438,5,0.00196415418610361,0.00176483564968012,0.0026281208935611,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(25,30]","[0,0.729]",27.5,0.364704876434944,5,0.00154738878143133,0.00116324156649864,0.0016857720836143,8
MMRd,Myeloid-ISG,CXCL13,"(-40,-35]","[0,0.729]",-37.5,0.364704876434944,4,0.00138472156983042,0.00102739726027397,0.00173061894661174,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-40,-35]","[0,0.729]",-37.5,0.364704876434944,8,0.00111833466017107,0.000878423796487567,0.00161868998490668,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-55,-50]","(2.19,2.92]",-52.5,2.55293413504461,6,0.00146520797598095,0.00129301906480209,0.00210432716012819,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(40,45]","[0,0.729]",42.5,0.364704876434944,6,0.00184925166982253,0.000978396381090447,0.00303734492778745,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(65,70]","(2.19,2.92]",67.5,2.55293413504461,4,0.00201897489297698,0.00151824093464124,0.00267473313046418,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-30,-25]","(1.46,2.19]",-27.5,1.82352438217472,5,0.00237247924080664,0.000927428703918386,0.00241181790774797,8
MMRd,Myeloid-ISG,CXCL13,"(-30,-25]","(2.19,2.92]",-27.5,2.55293413504461,4,0.0013432716331042,0.00100747846308335,0.00174492871087212,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-30,-25]","(2.19,2.92]",-27.5,2.55293413504461,8,0.00119280219109258,0.000417336027653186,0.00138051950685245,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(35,40]","(1.46,2.19]",37.5,1.82352438217472,5,0.00170757737459979,0,0.00184615384615385,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(40,45]","(2.19,2.92]",42.5,2.55293413504461,7,0.00178677784395473,0.00126108119867298,0.00243370120243782,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-70,-65]","[0,0.729]",-67.5,0.364704876434944,8,0.000884335872515542,0.000686071739834487,0.0016028213359674,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(25,30]","(1.46,2.19]",27.5,1.82352438217472,5,0.00171870524205099,0.00118483412322275,0.00174418604651163,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(40,45]","(1.46,2.19]",42.5,1.82352438217472,5,0.00141043723554302,0.00122463261021694,0.00217233888486604,8
MMRd,Myeloid-ISG,CXCL13,"(-20,-15]","[0,0.729]",-17.5,0.364704876434944,6,0.000593154765865464,7.74713356058259e-05,0.00126756830268571,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-20,-15]","[0,0.729]",-17.5,0.364704876434944,8,0.000973484537655187,0.000391104294478528,0.00146870632494756,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(55,60]","(2.19,2.92]",57.5,2.55293413504461,5,0.00188442211055276,0,0.00214067278287462,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-60,-55]","(2.19,2.92]",-57.5,2.55293413504461,5,0.00111159142839499,0.000684618895481515,0.00176159718144451,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(55,60]","(1.46,2.19]",57.5,1.82352438217472,4,0.00111065181774569,0.000710563713879678,0.00137544089445928,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-65,-60]","(4.38,5.11]",-62.5,4.74116339365427,4,0.0018846190524215,0.00115207373271889,0.00224519705123655,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(50,55]","[0,0.729]",52.5,0.364704876434944,7,0.000533617929562433,0.000235072872590503,0.00194985793298124,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(30,35]","[0,0.729]",32.5,0.364704876434944,5,0.000924214417744917,0.000655479811221814,0.0012396694214876,8
MMRd,Myeloid-ISG,CXCL13,"(-45,-40]","[0,0.729]",-42.5,0.364704876434944,4,0.000418526785714286,0,0.00131967209739062,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-45,-40]","[0,0.729]",-42.5,0.364704876434944,7,0.00117164616285882,0.00053282525618398,0.00124300316202559,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-40,-35]","(1.46,2.19]",-37.5,1.82352438217472,6,0.00168652474600291,0.000285062713797035,0.00279700562935367,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(40,45]","(2.92,3.65]",42.5,3.2823438879145,7,0.00103305785123967,0.000384024577572965,0.00198750077972611,8
MMRd,Myeloid-ISG,CXCL13,"(15,20]","(3.65,4.38]",17.5,4.01175364078438,4,0.000276701715550636,0,0.00118586449521701,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-60,-55]","(3.65,4.38]",-57.5,4.01175364078438,5,0.00215982721382289,0.00185648559205747,0.00222074172773706,8
MMRd,Myeloid-ISG,CXCL13,"(-45,-40]","(4.38,5.11]",-42.5,4.74116339365427,4,0.0012028538649075,0.000817438692098093,0.00318754633061527,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-60,-55]","(2.92,3.65]",-57.5,3.2823438879145,6,0.00138890989400766,0.000749536993738618,0.00153835605548825,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-45,-40]","(2.19,2.92]",-42.5,2.55293413504461,6,0.0011609841428953,0.00101635423244882,0.0017830405804874,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(45,50]","(1.46,2.19]",47.5,1.82352438217472,4,0.00165375432598224,0.000717703349282297,0.00295151768010311,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-55,-50]","(4.38,5.11]",-52.5,4.74116339365427,7,0.00297324083250743,0.0024856483700558,0.00786552601809955,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-80,-75]","[0,0.729]",-77.5,0.364704876434944,8,0.00125472181918247,0.000497735379582209,0.00222405464861841,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-75,-70]","(2.92,3.65]",-72.5,3.2823438879145,5,0.00147275405007364,0.0013805163131011,0.00152671755725191,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-90,-85]","[0,0.729]",-87.5,0.364704876434944,8,0.00110749205880038,0.000455097087378641,0.00202506171092559,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-85,-80]","(2.19,2.92]",-82.5,2.55293413504461,4,0.00180554368516516,0.00109829763866008,0.00235684387863209,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-90,-85]","(2.19,2.92]",-87.5,2.55293413504461,4,0.0008189483309619,0.000674017999191402,0.00111651791280682,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(80,85]","[0,0.729]",82.5,0.364704876434944,4,0.00191821311452503,0.00140239341810022,0.00200684114730434,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-85,-80]","[0,0.729]",-82.5,0.364704876434944,8,0.001200373554512,0.000619962802231866,0.00258596619811708,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-80,-75]","(2.92,3.65]",-77.5,3.2823438879145,4,0.00124376189344094,0.000636854463975659,0.00193005257438247,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(60,65]","(2.92,3.65]",62.5,3.2823438879145,4,0,0,0.000725058004640371,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(60,65]","(2.19,2.92]",62.5,2.55293413504461,4,0.00155690586595487,0.000802139037433155,0.0020628807784483,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(70,75]","[0,0.729]",72.5,0.364704876434944,5,0.00100908173562059,0.000301386377335744,0.00176678445229682,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(70,75]","(2.19,2.92]",72.5,2.55293413504461,4,0.0016491194178821,0.000952380952380952,0.00207014559485931,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(90,95]","[0,0.729]",92.5,0.364704876434944,4,0.00030826140567201,0,0.000639258044128814,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(45,50]","(2.19,2.92]",47.5,2.55293413504461,5,0.00257864878803507,0.000600961538461539,0.00398724082934609,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-60,-55]","[0,0.729]",-57.5,0.364704876434944,8,0.00108120831353501,0.000583559373247632,0.00150790088877113,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(55,60]","(2.92,3.65]",57.5,3.2823438879145,5,0,0,0.000666222518321119,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-80,-75]","(2.19,2.92]",-77.5,2.55293413504461,4,0.00107966290546608,0.000593636219724553,0.00149169664779134,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(20,25]","(0.729,1.46]",22.5,1.09411462930483,4,0.000632911392405063,0,0.00200310786837577,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(55,60]","[0,0.729]",57.5,0.364704876434944,5,0.000393545848091303,0,0.000653167864141084,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-15,-10]","(0.729,1.46]",-12.5,1.09411462930483,4,0.00169158252914598,0.00106084928761888,0.00391509498851334,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-45,-40]","(1.46,2.19]",-42.5,1.82352438217472,4,0.0011105026233053,0.000797616823676977,0.00184587045250579,8
MMRd,Myeloid-noDC-noGran,CXCL13,"(-50,-45]","(1.46,2.19]",-47.5,1.82352438217472,4,0.00102554713422152,0.000725338491295938,0.00110300541189249,8
MMRd,Tcd4-CXCL13,CXCL13,"(-5,0]","(3.65,4.38]",-2.5,4.01175364078438,7,0.0401069518716578,0.0115344424079138,0.0444553004396678,8
MMRd,Tcd4-CXCL13,CXCL13,"(-10,-5]","(2.92,3.65]",-7.5,3.2823438879145,7,0.0201535508637236,0.0151288867838527,0.0493929039737503,8
MMRd,Tcd4-CXCL13,CXCL13,"(0,5]","(2.19,2.92]",2.5,2.55293413504461,5,0.0404217926186292,0.010752688172043,0.0411931818181818,8
